Q9UKG1
P30481
Q9UER7
Q15714
P08476
Q6MZP7
Q7Z7M0
P30447
Q9UL17
Q8IUX7
Q8WV28
P07333
P30492
Q08379
Q92949
Q99741
P01857
Q99062
P61981
P15153
Q99735
P30505
P43629
Q8IVF5
Q5Y7H0
Q8N6M6
P83436
Q96RT6
P19883
Q9GZN2
P31358
Q5ZPR3
P02746
Q9NR12
Q9UKJ1
P30453
Q8NFZ8
P38570
P56178
P50281
P18206
Q01082
Q9Y371
P33993
Q6SA08
P42702
Q96EY1
Q9Y330
P62249
Q96E93
Q15198
P35555
P80511
Q9Y487
P22794
P42226
Q9NQ38
Q31610
Q8IZV5
Q9NPH9
P10646
P20916
Q03001
P25116
P80748
Q8N5R6
Q9UL63
Q9Y232
Q16651
Q99593
P25101
Q96DN2
Q9Y3F4
Q93038
Q13740
P80192
P61619
Q99988
Q8N6P7
Q9Y2G2
Q6QNY0
P16144
Q92913
Q14956
Q9UQ26
Q8WXW3
Q8WUH2
Q13444
Q6DN12
Q16082
Q15375
Q13253
P32121
Q14767
Q9BZ95
Q92583
P15514
P06850
P20908
Q96JB2
Q04826
Q8N668
P49407
P54253
P13987
Q13158
Q12913
P02790
Q7Z5Y6
Q9BXN2
Q9HD26
P01702
Q16620
Q14766
Q13164
Q9Y6Q9
Q8TEL6
P10147
Q68DX3
Q01196
P18065
P29017
Q8IY21
P10600
P17252
Q92954
P08238
Q13753
P62829
P10586
P24043
P13611
P14780
P11487
P43405
P04732
P61626
Q9HB63
P08572
P49771
P14652
Q496F6
Q9HD34
P16989
Q6Q0C0
Q30201
Q5TEJ8
Q9H4A6
P55107
Q68D85
Q15303
Q99445
Q9BXJ0
P80098
Q9H2X0
Q9Y3Z3
P32881
Q14623
P55259
P40261
P07357
Q93033
P16220
P20963
B7Z5F1
Q13490
Q96EB6
P15151
Q9TNN7
P49662
Q9Y5W3
P05534
Q9Y693
P51610
Q96S59
Q5JWF2
Q9NYK1
Q9NY15
Q96I82
P35968
Q5T4W7
Q8TAQ2
P30501
Q9BYG5
P22692
Q9Y4A5
Q96DB9
Q8WX77
Q9BYM8
Q9H0E2
P20273
Q16581
Q9Y291
P15036
P98164
Q14118
P14859
P13631
Q99801
P53618
P32519
Q8NEV9
P12643
P42574
Q16570
P38646
Q9UL19
P13796
P30461
Q99704
P13688
Q9UQ49
P10809
P16619
P49765
P09493
P01732
P07204
P23771
Q8NHW4
P05107
Q14943
Q8NEM2
P26196
P34820
P78545
P13521
Q8IX03
P09919
P39900
P24347
Q96NZ8
Q9UKL0
Q8TD07
P04141
Q04656
P35568
P12004
Q9HCY8
Q04743
Q96QB1
Q92570
Q9NYB0
P42229
P30484
P11684
P98082
Q13418
P07225
Q9UM73
P56545
Q9UNN8
Q7L1T6
Q99469
P01920
Q6DN14
P49279
Q9Y624
Q00653
P20138
Q13546
Q8TC99
P04234
Q9NWU2
Q13190
P33681
Q8TF47
P27824
P52945
P06316
P20160
Q14257
Q9BSI4
P05387
Q8N693
Q01826
P16188
Q15796
P37802
Q5XLA6
Q8IWV7
P12319
Q16851
Q8WXI4
P10124
Q71U36
Q16617
Q8TDS4
Q96DT0
Q8IWY4
Q13257
P35625
P60484
Q6PCB8
P09630
Q92993
Q9BQB4
Q9NYM9
P19971
P10747
P13667
P63267
Q99500
Q99884
Q9UH65
Q6IB77
Q9BZS1
Q29960
P08631
Q92563
Q8N423
P56177
Q9BXJ3
P98066
Q8WZ75
Q9NP97
P78504
Q9Y6Y9
P55008
P36382
Q9NPB9
Q8N2R0
P35070
Q8IVV7
Q96KC2
P16284
Q16853
Q08211
Q16623
Q9HBE5
Q04721
Q9GZX6
P11117
Q9Y6W5
Q9Y2T1
P04208
Q9BV40
Q15828
Q5KU26
Q13443
P26998
Q96JP5
P55075
Q15646
P08648
Q9UG22
Q13207
Q8IUD6
Q9BZQ8
Q8IVT5
Q16300
Q96EP1
P06734
P61201
P48023
P80217
P78527
Q7Z3U7
Q12948
Q6V1X1
Q8TDB6
Q6IMN6
Q9HC29
P30419
Q9GZZ7
Q9UL15
Q7Z2H8
Q9UKQ9
P16050
P09958
Q9UBC3
Q16539
P49116
P25089
P36896
Q9BXS6
Q8IZJ0
Q99650
P02461
Q13564
Q9NYJ8
Q86UX7
P81172
Q92824
P12272
P11912
Q86XJ1
P21359
P30511
P35580
P46531
Q16270
P10314
Q15223
P78410
P51608
P17947
Q13426
P05231
Q00978
Q9UN42
Q8IUK8
Q96HE9
Q9UQC2
Q9Y6Q6
Q14324
P24593
P17481
Q9HCN6
Q9BQ51
Q9Y576
Q08431
Q14242
Q9UM01
Q02338
P62158
P48059
Q05469
Q9GZX9
Q6ZNM6
Q06828
Q15653
P18510
P07288
P04054
P80075
P48307
Q07687
P07858
Q7Z7G0
Q9BY67
Q309B1
P18075
Q38L21
P10070
Q9Y239
P01229
P48047
Q9UHR4
Q13077
P09913
Q99542
P01137
Q6PCD5
Q13489
P55957
P40305
P46092
Q99698
Q53EV4
P09871
Q9NXR7
Q99836
P78536
P31946
Q9GZZ9
Q5SW24
Q6UXL0
P54762
P10721
P18847
P11215
Q9P2W1
P26992
Q9Y6C2
Q99962
P55212
Q6UWE0
P07942
Q8WY64
P10768
Q99958
P46952
P06126
P04179
Q96PK2
P25024
P15813
Q15306
Q00887
Q9Y618
P49023
Q9UPQ4
Q9NTU7
Q14982
P82251
Q13191
Q9NSA1
Q9Y6K9
Q9GZV9
Q9HAV0
Q04771
Q92915
P19838
P34931
P14902
P23469
P05230
Q9H2C1
Q30154
P24557
P49711
Q95604
Q14392
P30499
Q6KF10
Q92833
Q9HB29
Q8IWT3
P14784
P46695
Q8N149
P28065
P12111
Q9BXJ1
Q9Y258
Q9NU19
Q00013
P04225
Q08116
Q5VV42
Q9UMR7
Q14790
P12644
Q9UHD0
Q96RJ3
P40225
P07948
Q16552
Q8TDX7
P18464
P26651
Q9NSI8
P78317
Q13114
Q29718
P26927
Q61172
Q9UII4
P48723
P60709
P10321
P20591
P58294
P19438
P13501
Q9ULX9
Q8TCN5
P49913
Q15582
Q15035
Q6P9H5
P83105
Q15910
P11308
P25311
Q06187
Q99726
Q15758
P54578
Q13705
Q96JZ2
Q9Y5Q3
P23471
P12544
Q13873
P62805
P06241
P28482
Q13950
Q14112
Q9NZV1
P07996
P32418
P84022
Q5VY80
Q8N196
Q01415
P20783
P05156
P54760
P05067
P02778
Q9NTI2
P41221
P20809
P07766
P02745
P29353
Q96JY6
P21580
Q13829
Q86WN2
Q12933
P0CG48
P68133
Q14191
P17948
P11049
Q8NI17
P0DP23
Q16650
Q16236
Q9NRJ3
P21462
Q96GW7
Q15349
P09525
Q9H306
P07203
P27539
P59665
P01375
P04440
P35443
P49716
P15408
P11169
Q03135
Q9NPF8
P09960
P51693
P52333
P02741
Q9ULZ9
P43626
Q07000
Q969I6
Q6UXB4
P01374
Q99075
Q9UBW5
P57727
P78556
Q30134
P98172
Q08722
Q9Y228
P08311
Q86W47
P29350
Q5Y7D2
P20396
Q14653
Q07837
P42224
Q9BRI3
P30459
Q9H0M0
P48740
Q6UW01
Q03014
Q15399
P30486
P04226
P82914
Q14974
P43628
Q14774
Q12931
Q8TCB0
Q96KQ7
Q6ICR9
Q92985
P32455
Q8WYR1
Q9BWW8
P06239
P19474
P08833
Q9BW61
Q14314
Q15759
P19876
Q8WTW3
P20742
P13236
P53779
P78310
P58107
P16581
Q92692
Q12841
P28067
Q92600
Q8WX94
P09874
P10912
Q9UP68
Q92752
P30495
Q86VB7
P15291
Q15465
P42081
P36871
P20292
P08758
Q9BXN1
Q13464
P07911
P40200
P10914
P12838
P19320
P29034
Q9NR23
P04632
Q9BVA1
Q5SQ64
Q8N726
Q01151
P16112
Q9NRA1
P14317
P09486
P12104
Q53G44
P07737
Q08AS3
P30411
Q14765
P24158
Q13568
P35212
Q9Y6V0
Q9UNE7
Q16666
Q06481
Q02763
Q16288
Q9NQB0
P49682
Q14005
Q71H61
Q9H3G5
P10643
Q9H2J7
Q5BLP8
P61328
Q01094
P19256
P35270
Q8WYQ5
Q9BZM6
P41595
P49221
P04792
Q8TDQ0
Q9NYA1
Q8TD06
P20592
P35869
Q92851
P51681
Q14160
P15814
P30493
Q9ULV8
Q8TAG5
P50222
P12645
Q96FX2
P11047
Q92819
P07196
Q05707
Q92585
Q15811
P15498
P46094
P20338
Q14934
Q6UXS9
Q16676
P23508
P62993
Q16584
P08575
P21757
Q9Y5Y6
Q15772
P78552
Q76N89
P25963
P13591
Q99684
Q9BRK4
P08047
Q9BZF9
Q9P2A4
Q16619
Q15746
Q8N163
Q13203
Q9P2D1
P55160
P43630
Q92838
P10319
P11362
Q8NF91
Q96L96
Q8N6C8
P29320
P43489
Q01959
Q8ND94
P22413
Q9TQE0
Q15813
P42566
P18465
Q09472
P30530
Q9NY25
P31994
Q8N3K9
Q8IYM9
P25942
Q9NQW6
Q13133
Q05513
Q13480
Q9BTC8
Q9BZM5
P09564
Q8N126
P26358
P20827
P52952
Q96RT1
Q13275
P49589
Q01524
P34972
Q9NRA0
Q8TD22
Q16653
P49736
Q9H0J9
P30443
P13725
P35225
P41212
Q16760
Q92876
Q96F15
Q92835
Q15080
Q08830
Q9UHI5
P47914
P05162
Q71UM5
P09619
Q8N441
P08567
Q7Z6A9
P78560
Q15468
Q9NR61
P19525
P17301
P14651
P30512
Q08334
Q29940
Q8IUX4
Q9Y6A5
P16885
P51692
Q9Y2H6
P0C862
P52824
P52797
P14210
P32302
P24928
P26447
Q15911
P08123
P15336
P35240
E1P587
Q9BWV1
P14222
P04626
Q9UKW4
Q92743
P49354
P32942
Q9Y251
Q9Y345
Q9BWX5
Q6YHK3
Q96T49
Q5SZK8
P84243
Q99607
P18031
Q9NQZ2
Q8N6L0
Q9P1Z2
P30475
P24394
Q16363
Q9Y297
Q9NZD8
P09914
Q13477
Q9NRD1
Q12893
Q9UPN9
P13765
Q6VN20
P08138
Q03518
P29460
P24071
Q9UKB1
P43681
Q32P28
P05141
Q9UHI8
P09341
Q14119
P55347
Q9BRL7
Q8WUP2
P02760
Q9BY76
P27540
Q9HBH1
P08670
P28068
P61073
Q13501
Q8IUC6
Q07157
P55085
P21730
Q9UNG2
Q01518
P18848
P41597
P31749
Q9NP95
Q9UI38
P38484
P29597
P34910
P32927
Q92959
P30466
P27037
P06748
Q9UJU2
P14735
P36894
P42701
Q7Z3E1
Q9UL46
Q8IWV2
P26012
P51617
Q92608
P62263
Q29983
P13500
P56524
P05187
P07437
Q02556
P19875
Q99759
P05113
P29317
P06400
Q15389
P30462
P41271
P26441
Q9HBG7
P28062
Q9NQC3
P62736
P22301
Q969Z4
Q5TC82
Q8N0V5
P07550
Q9H2W2
Q9Y271
Q00403
P30498
Q9UHD2
Q13263
Q9UK05
P41970
Q07820
P30542
Q92956
Q6UWB1
P09529
P12757
P01233
Q00604
J3KQ69
Q9HCM4
P25067
P54753
Q8NHL6
Q15761
P12314
Q9HAV5
P49763
Q92908
Q9UBS5
P13747
Q15633
Q8N205
P20036
Q9BX59
Q96BN8
Q13761
Q8IXL6
Q02297
Q9HAW4
Q04900
P31949
Q6ZMC9
P31249
P01717
Q9Y219
Q9NZL4
Q9NRH2
Q15797
P02747
Q9HBE4
Q96PD4
P32248
P30479
Q9GZP0
Q9NP99
P43308
P17275
Q14953
P49863
Q9UGM3
Q9Y397
Q9UM47
Q99966
Q13796
Q53QZ3
P55265
Q9BXJ4
P78347
P40259
Q4KMG0
Q9Y2I1
P62140
P02765
P22004
Q99715
Q9BS26
Q9NQX1
P04233
P48745
Q5VWK5
Q14746
Q92616
Q9P0V8
Q15262
Q8NC01
Q9Y4H2
P14778
Q495A1
Q9NQ30
P22749
P11464
P08700
P49715
P04439
P30450
P16189
Q8N8U9
P06729
P41159
Q9Y337
P21810
Q02223
Q969J5
P47813
P61812
Q9H2H9
Q9NZQ7
Q9BZZ2
Q4ZG55
P30491
P14151
Q13163
P19237
Q14515
P30040
P58166
Q16627
P25205
P30685
P23381
Q8IZY5
P32189
P17693
Q9UKS7
P78423
Q9UK73
Q15628
Q6NXT2
Q2TVT4
Q9UBD9
Q8TE12
P10720
Q8IUR7
P60321
P01703
P08637
P18428
Q9NYQ6
Q96PP8
Q16763
P09429
P62269
Q92637
P41182
P06681
P24534
Q16520
P63096
P21980
P52292
P18146
Q63HQ2
Q14201
Q9H293
Q29980
Q9UP83
Q08708
P60022
P62917
Q99835
Q08357
Q96CG3
Q8N302
Q9UQL6
Q70J99
P25054
P50552
Q9UIB8
Q9BYJ1
P12755
P05412
P55290
Q9UHF1
Q8IUN9
P47992
P35354
P23142
Q99731
P28907
Q9UHF4
P36888
Q31612
Q9Y6R0
Q96S86
P05106
P40189
Q9NQ69
Q8NI51
Q14449
P22362
P20226
Q86WG5
Q8IV16
P15502
P30273
Q4ZIN3
P15924
Q92854
P10276
P08887
P04839
P35367
Q16512
Q16665
P20333
Q9C0C4
Q969U7
Q14137
P35318
Q13332
P30460
P08620
P50591
Q99985
P63244
P35453
Q9UNS1
P59535
Q04759
P49796
P28908
Q13651
Q9P1W8
Q8WWZ3
P10451
P17813
P31268
Q8NER5
Q92823
P35610
P15407
Q9UQV4
P80162
P51805
Q8NI27
Q05655
P11473
Q8N2S1
Q6IA17
Q92750
Q96JQ5
P18827
P30508
Q14451
P23219
P30988
P05023
Q9UNN5
P21817
P15260
P62942
Q15109
Q04864
P51677
P02751
Q14116
P46934
Q5HYI7
Q6H3X3
Q99471
P01583
P10966
P17861
Q99603
P27708
P26022
Q9BYH8
P27986
Q9UKS6
P51686
Q6UVM3
Q9UBF9
P62330
