,Uniprot AC ID Interactor A,Uniprot AC ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,P01137,P30419,TGFB1,NMT1
0,P01137,P78545,TGFB1,ELF3
0,P01137,P08567,TGFB1,PLEK
0,P01137,Q03164,TGFB1,KMT2A
0,P01137,P55212,TGFB1,CASP6
0,P01137,Q9UKW4,TGFB1,VAV3
0,P01137,P41182,TGFB1,BCL6
0,P01137,Q13418,TGFB1,ILK
0,P01137,Q99542,TGFB1,MMP19
0,P01137,P21810,TGFB1,BGN
0,P01137,P07204,TGFB1,THBD
0,P01137,P13501,TGFB1,CCL5
0,P01137,Q15465,TGFB1,SHH
0,P01137,P23771,TGFB1,GATA3
0,P01137,Q14160,TGFB1,SCRIB
0,P01137,P20827,TGFB1,EFNA1
0,P01137,P04626,TGFB1,ERBB2
0,P01137,Q04721,TGFB1,NOTCH2
0,P01137,Q9UIB8,TGFB1,CD84
0,P01137,Q16612,TGFB1,NREP
0,P01137,P26012,TGFB1,ITGB8
0,P01137,Q14258,TGFB1,TRIM25
0,P01137,Q9NR23,TGFB1,GDF3
0,P01137,P21583,TGFB1,KITLG
0,P01137,P23142,TGFB1,FBLN1
0,P01137,P06756,TGFB1,ITGAV
0,P01137,Q9NPY3,TGFB1,CD93
0,P01137,Q96PD4,TGFB1,IL17F
0,P01137,Q13546,TGFB1,RIPK1
0,P01137,P48745,TGFB1,NOV
0,P01137,Q13263,TGFB1,TRIM28
0,P01137,P10912,TGFB1,GHR
0,P01137,Q02413,TGFB1,DSG1
0,P01137,P07737,TGFB1,PFN1
0,P01137,P40933,TGFB1,IL15
0,P01137,Q9UKK6,TGFB1,NXT1
0,P01137,P13725,TGFB1,OSM
0,P01137,Q9NQ69,TGFB1,LHX9
0,P01137,Q9NQS3,TGFB1,NECTIN3
0,P01137,Q5BLP8,TGFB1,C4orf48
0,P01137,P05412,TGFB1,JUN
0,P01137,P51692,TGFB1,STAT5B
0,P01137,P10600,TGFB1,TGFB3
0,P01137,P51693,TGFB1,APLP1
0,P01137,P50552,TGFB1,VASP
0,P01137,P55259,TGFB1,GP2
0,P01137,Q8WUP2,TGFB1,FBLIM1
0,P01137,P78310,TGFB1,CXADR
0,P01137,Q00887,TGFB1,PSG9
0,P01137,P52797,TGFB1,EFNA3
0,P01137,P98172,TGFB1,EFNB1
0,P01137,P49765,TGFB1,VEGFB
0,P01137,P62258,TGFB1,YWHAE
0,P01137,Q07954,TGFB1,LRP1
0,P01137,Q06481,TGFB1,APLP2
0,P01137,P02753,TGFB1,RBP4
0,P01137,Q16665,TGFB1,HIF1A
0,P01137,Q969U7,TGFB1,PSMG2
0,P01137,Q14689,TGFB1,DIP2A
0,P01137,P15918,TGFB1,RAG1
0,P01137,P10145,TGFB1,CXCL8
0,P01137,Q14392,TGFB1,LRRC32
0,P01137,P09871,TGFB1,C1S
0,P01137,Q99835,TGFB1,SMO
0,P01137,Q86XJ1,TGFB1,GAS2L3
0,P01137,P21817,TGFB1,RYR1
0,P01137,P19438,TGFB1,TNFRSF1A
0,P01137,P02452,TGFB1,COL1A1
0,P01137,P09017,TGFB1,HOXC4
0,P01137,Q16760,TGFB1,DGKD
0,P01137,P01375,TGFB1,TNF
0,P01137,Q96AC1,TGFB1,FERMT2
0,P01137,Q9NYK1,TGFB1,TLR7
0,P01137,P18206,TGFB1,VCL
0,P01137,Q13275,TGFB1,SEMA3F
0,P01137,P17947,TGFB1,SPI1
0,P01137,P11717,TGFB1,IGF2R
0,P01137,Q06643,TGFB1,LTB
0,P01137,P32942,TGFB1,ICAM3
0,P01137,P37173,TGFB1,TGFBR2
0,P01137,Q96J02,TGFB1,ITCH
0,P01137,Q9BY76,TGFB1,ANGPTL4
0,P01137,Q07507,TGFB1,DPT
0,P01137,Q9BZP6,TGFB1,CHIA
0,P01137,P15813,TGFB1,CD1D
0,P01137,Q96KQ7,TGFB1,EHMT2
0,P01137,Q14790,TGFB1,CASP8
0,P01137,P20333,TGFB1,TNFRSF1B
0,P01137,Q9BWX5,TGFB1,GATA5
0,P01137,Q99445,TGFB1,GML
0,P01137,P09326,TGFB1,CD48
0,P01137,P52735,TGFB1,VAV2
0,P01137,Q99836,TGFB1,MYD88
0,P01137,P37231,TGFB1,PPARG
0,P01137,Q08722,TGFB1,CD47
0,P01137,P11049,TGFB1,CD37
0,P01137,Q9UDY8,TGFB1,MALT1
0,P01137,Q8N196,TGFB1,SIX5
0,P01137,P23497,TGFB1,SP100
0,P01137,P08138,TGFB1,NGFR
0,P01137,P05997,TGFB1,COL5A2
0,P01137,Q92908,TGFB1,GATA6
0,P01137,Q9NSC2,TGFB1,SALL1
0,P01137,P01233,TGFB1,-
0,P01137,P60484,TGFB1,PTEN
0,P01137,Q9BZQ8,TGFB1,FAM129A
0,P01222,Q9NWM8,TSHB,FKBP14
0,P01229,P12643,LHB,BMP2
0,P01229,P05111,LHB,INHA
0,P01233,P10600,-,TGFB3
0,P01233,P61812,-,TGFB2
0,P01374,Q07021,LTA,C1QBP
0,P01374,Q9NS68,LTA,TNFRSF19
0,P01374,Q9Y3M8,LTA,STARD13
0,P01374,Q06643,LTA,LTB
0,P01374,P34931,LTA,HSPA1L
0,P01374,Q13158,LTA,FADD
0,P01374,Q99665,LTA,IL12RB2
0,P01374,Q9NVI1,LTA,FANCI
0,P01374,Q9UNG2,LTA,TNFSF18
0,P01374,Q9Y279,LTA,VSIG4
0,P01374,P02746,LTA,C1QB
0,P01374,P20333,LTA,TNFRSF1B
0,P01374,P35579,LTA,MYH9
0,P01374,Q93038,LTA,TNFRSF25
0,P01374,P38646,LTA,HSPA9
0,P01374,Q13546,LTA,RIPK1
0,P01374,P12755,LTA,SKI
0,P01374,Q13114,LTA,TRAF3
0,P01374,Q9HAW4,LTA,CLSPN
0,P01374,P78527,LTA,PRKDC
0,P01374,Q9GZZ7,LTA,GFRA4
0,P01374,P50591,LTA,TNFSF10
0,P01374,P07357,LTA,C8A
0,P01374,P02745,LTA,C1QA
0,P01374,Q14257,LTA,RCN2
0,P01374,Q9BVA1,LTA,TUBB2B
0,P01374,P16871,LTA,IL7R
0,P01374,P01730,LTA,CD4
0,P01374,P62805,LTA,HIST1H4A
0,P01374,P24394,LTA,IL4R
0,P01374,P10966,LTA,CD8B
0,P01374,P06681,LTA,C2
0,P01374,P05023,LTA,ATP1A1
0,P01374,P01375,LTA,TNF
0,P01374,P39656,LTA,DDOST
0,P01374,P17066,LTA,HSPA6
0,P01374,P04350,LTA,TUBB4A
0,P01374,P11021,LTA,HSPA5
0,P01374,Q92838,LTA,EDA
0,P01374,P16615,LTA,ATP2A2
0,P01374,P62158,LTA,-
0,P01374,Q00610,LTA,CLTC
0,P01374,Q16557,LTA,PSG3
0,P01374,P07437,LTA,TUBB
0,P01374,P31749,LTA,AKT1
0,P01374,P62249,LTA,RPS16
0,P01374,Q9NTU7,LTA,CBLN4
0,P01374,Q15758,LTA,SLC1A5
0,P01374,P35070,LTA,BTC
0,P01374,Q9UM54,LTA,MYO6
0,P01374,Q12933,LTA,TRAF2
0,P01374,P32970,LTA,CD70
0,P01374,Q92956,LTA,TNFRSF14
0,P01374,P31689,LTA,DNAJA1
0,P01374,Q15848,LTA,ADIPOQ
0,P01374,P43489,LTA,TNFRSF4
0,P01374,P33681,LTA,CD80
0,P01374,P27708,LTA,CAD
0,P01374,Q00325,LTA,SLC25A3
0,P01374,Q07011,LTA,TNFRSF9
0,P01374,P01374,LTA,LTA
0,P01374,Q9UGM3,LTA,DMBT1
0,P01374,Q6ZMC9,LTA,SIGLEC15
0,P01374,Q15628,LTA,TRADD
0,P01374,P35580,LTA,MYH10
0,P01374,Q6UW01,LTA,CBLN3
0,P01374,P11142,LTA,HSPA8
0,P01374,Q01524,LTA,DEFA6
0,P01374,P26998,LTA,CRYBB3
0,P01374,P42677,LTA,RPS27
0,P01374,Q96DT0,LTA,LGALS12
0,P01374,P04637,LTA,TP53
0,P01374,Q9NZC2,LTA,TREM2
0,P01374,P05141,LTA,SLC25A5
0,P01374,P36941,LTA,LTBR
0,P01374,Q8IUK8,LTA,CBLN2
0,P01374,Q9NVI7,LTA,ATAD3A
0,P01374,Q3ZCQ8,LTA,TIMM50
0,P01374,P68366,LTA,TUBA4A
0,P01374,P29965,LTA,CD40LG
0,P01374,P48023,LTA,FASLG
0,P01374,Q9BXJ4,LTA,C1QTNF3
0,P01374,Q9BXJ3,LTA,C1QTNF4
0,P01374,P19438,LTA,TNFRSF1A
0,P01374,Q9Y487,LTA,ATP6V0A2
0,P01374,P07358,LTA,C8B
0,P01374,P12236,LTA,SLC25A6
0,P01374,P43146,LTA,DCC
0,P01374,P02747,LTA,C1QC
0,P01374,Q6AI12,LTA,ANKRD40
0,P01374,P0C862,LTA,C1QTNF9
0,P01374,P32302,LTA,CXCR5
0,P01374,Q92851,LTA,CASP10
0,P01374,Q9Y275,LTA,TNFSF13B
0,P01374,Q92616,LTA,GCN1
0,P01374,P10747,LTA,CD28
0,P01374,Q71U36,LTA,TUBA1A
0,P01374,Q9BRI3,LTA,SLC30A2
0,P01374,Q14155,LTA,ARHGEF7
0,P01374,P62829,LTA,RPL23
0,P01374,Q9HAV5,LTA,EDA2R
0,P01374,Q96RJ3,LTA,TNFRSF13C
0,P01374,P51571,LTA,SSR4
0,P01374,P04054,LTA,PLA2G1B
0,P01374,Q96EY1,LTA,DNAJA3
0,P01374,P25705,LTA,ATP5A1
0,P01374,Q13077,LTA,TRAF1
0,P01374,P32971,LTA,TNFSF8
0,P01374,P28908,LTA,TNFRSF8
0,P01374,Q13748,LTA,TUBA3C
0,P01374,Q9NXR7,LTA,BABAM2
0,P01374,P15529,LTA,CD46
0,P01374,P48740,LTA,MASP1
0,P01374,Q8TD46,LTA,CD200R1
0,P01374,P61619,LTA,SEC61A1
0,P01374,P05162,LTA,LGALS2
0,P01374,Q7Z3U7,LTA,MON2
0,P01374,P58107,LTA,EPPK1
0,P01374,Q9Y5U5,LTA,TNFRSF18
0,P01374,P41273,LTA,TNFSF9
0,P01374,P07911,LTA,UMOD
0,P01374,Q14116,LTA,IL18
0,P01374,Q01151,LTA,CD83
0,P01374,P40238,LTA,MPL
0,P01374,Q00653,LTA,NFKB2
0,P01374,P68363,LTA,TUBA1B
0,P01374,P23396,LTA,RPS3
0,P01374,P12931,LTA,SRC
0,P01374,Q9NRA1,LTA,PDGFC
0,P01374,Q13490,LTA,BIRC2
0,P01374,P63261,LTA,ACTG1
0,P01374,Q9BXW9,LTA,FANCD2
0,P01374,P23435,LTA,CBLN1
0,P01374,Q9Y6Q6,LTA,TNFRSF11A
0,P01374,P29320,LTA,EPHA3
0,P01375,Q9Y297,TNF,BTRC
0,P01375,Q9Y275,TNF,TNFSF13B
0,P01375,Q9BZS1,TNF,FOXP3
0,P01375,P17066,TNF,HSPA6
0,P01375,P60953,TNF,CDC42
0,P01375,Q99650,TNF,OSMR
0,P01375,Q14896,TNF,MYBPC3
0,P01375,Q9BX66,TNF,SORBS1
0,P01375,P25713,TNF,MT3
0,P01375,P17948,TNF,FLT1
0,P01375,Q13257,TNF,MAD2L1
0,P01375,P0CG48,TNF,UBC
0,P01375,P12236,TNF,SLC25A6
0,P01375,P05387,TNF,RPLP2
0,P01375,Q14515,TNF,SPARCL1
0,P01375,Q9Y232,TNF,CDYL
0,P01375,P35579,TNF,MYH9
0,P01375,Q14103,TNF,HNRNPD
0,P01375,Q9BY67,TNF,CADM1
0,P01375,Q6UWB1,TNF,IL27RA
0,P01375,P21333,TNF,FLNA
0,P01375,P28908,TNF,TNFRSF8
0,P01375,Q9BXJ0,TNF,C1QTNF5
0,P01375,Q16363,TNF,LAMA4
0,P01375,P13521,TNF,SCG2
0,P01375,Q92616,TNF,GCN1
0,P01375,Q9Y6Q6,TNF,TNFRSF11A
0,P01375,P05023,TNF,ATP1A1
0,P01375,Q9NZN1,TNF,IL1RAPL1
0,P01375,Q01201,TNF,RELB
0,P01375,Q13114,TNF,TRAF3
0,P01375,P42574,TNF,CASP3
0,P01375,P05141,TNF,SLC25A5
0,P01375,P46531,TNF,NOTCH1
0,P01375,P08476,TNF,INHBA
0,P01375,P48740,TNF,MASP1
0,P01375,P10586,TNF,PTPRF
0,P01375,P27824,TNF,CANX
0,P01375,Q13077,TNF,TRAF1
0,P01375,P98164,TNF,LRP2
0,P01375,P05362,TNF,ICAM1
0,P01375,P25391,TNF,LAMA1
0,P01375,Q9H0F6,TNF,SHARPIN
0,P01375,P29320,TNF,EPHA3
0,P01375,P20396,TNF,TRH
0,P01375,P68133,TNF,ACTA1
0,P01375,Q969V3,TNF,NCLN
0,P01375,P51571,TNF,SSR4
0,P01375,P02747,TNF,C1QC
0,P01375,P46952,TNF,HAAO
0,P01375,Q99683,TNF,MAP3K5
0,P01375,P08246,TNF,ELANE
0,P01375,P78560,TNF,CRADD
0,P01375,P50591,TNF,TNFSF10
0,P01375,Q8WWZ3,TNF,EDARADD
0,P01375,P62140,TNF,PPP1CB
0,P01375,Q14790,TNF,CASP8
0,P01375,Q15848,TNF,ADIPOQ
0,P01375,P07195,TNF,LDHB
0,P01375,Q9UIQ6,TNF,LNPEP
0,P01375,Q93038,TNF,TNFRSF25
0,P01375,Q5TC82,TNF,RC3H1
0,P01375,Q9BVA1,TNF,TUBB2B
0,P01375,P17947,TNF,SPI1
0,P01375,P27708,TNF,CAD
0,P01375,Q96I82,TNF,KAZALD1
0,P01375,P12931,TNF,SRC
0,P01375,Q06830,TNF,PRDX1
0,P01375,P08571,TNF,CD14
0,P01375,P31689,TNF,DNAJA1
0,P01375,Q16270,TNF,IGFBP7
0,P01375,Q9NQ38,TNF,SPINK5
0,P01375,P24158,TNF,PRTN3
0,P01375,P13473,TNF,LAMP2
0,P01375,Q08722,TNF,CD47
0,P01375,Q7Z3U7,TNF,MON2
0,P01375,Q8NER5,TNF,ACVR1C
0,P01375,Q9Y5U5,TNF,TNFRSF18
0,P01375,Q96RJ3,TNF,TNFRSF13C
0,P01375,Q6MZP7,TNF,LIN54
0,P01375,P07585,TNF,DCN
0,P01375,Q8IWT3,TNF,CUL9
0,P01375,P45983,TNF,MAPK8
0,P01375,Q06643,TNF,LTB
0,P01375,P32189,TNF,GK
0,P01375,Q9H1R3,TNF,MYLK2
0,P01375,P63244,TNF,RACK1
0,P01375,P23510,TNF,TNFSF4
0,P01375,P21817,TNF,RYR1
0,P01375,Q92851,TNF,CASP10
0,P01375,P28482,TNF,MAPK1
0,P01375,P04732,TNF,MT1E
0,P01375,P13501,TNF,CCL5
0,P01375,Q96PD4,TNF,IL17F
0,P01375,P03952,TNF,KLKB1
0,P01375,Q71H61,TNF,ILDR2
0,P01375,Q9Y6W8,TNF,ICOS
0,P01375,Q6IMN6,TNF,CAPRIN2
0,P01375,P34931,TNF,HSPA1L
0,P01375,Q9UGM3,TNF,DMBT1
0,P01375,Q9NY59,TNF,SMPD3
0,P01375,P63261,TNF,ACTG1
0,P01375,P19883,TNF,FST
0,P01375,P36894,TNF,BMPR1A
0,P01375,Q5ZPR3,TNF,CD276
0,P01375,P56524,TNF,HDAC4
0,P01375,Q5VST9,TNF,OBSCN
0,P01375,P32119,TNF,PRDX2
0,P01375,P58107,TNF,EPPK1
0,P01375,Q13568,TNF,IRF5
0,P01375,P12644,TNF,BMP4
0,P01375,P02741,TNF,CRP
0,P01375,P21580,TNF,TNFAIP3
0,P01375,Q15223,TNF,NECTIN1
0,P01375,Q96CV9,TNF,OPTN
0,P01375,Q13332,TNF,PTPRS
0,P01375,Q03135,TNF,CAV1
0,P01375,P16615,TNF,ATP2A2
0,P01375,Q7Z7M0,TNF,MEGF8
0,P01375,Q9UNN5,TNF,FAF1
0,P01375,P10909,TNF,CLU
0,P01375,P78527,TNF,PRKDC
0,P01375,P36507,TNF,MAP2K2
0,P01375,Q02556,TNF,IRF8
0,P01375,Q13873,TNF,BMPR2
0,P01375,Q9NYJ8,TNF,TAB2
0,P01375,Q92563,TNF,SPOCK2
0,P01375,Q13158,TNF,FADD
0,P01375,Q04759,TNF,PRKCQ
0,P01375,Q9Y291,TNF,MRPS33
0,P01375,P11021,TNF,HSPA5
0,P01375,P02746,TNF,C1QB
0,P01375,P07900,TNF,HSP90AA1
0,P01375,P17275,TNF,JUNB
0,P01375,P55209,TNF,NAP1L1
0,P01375,P25963,TNF,NFKBIA
0,P01375,P46939,TNF,UTRN
0,P01375,P08670,TNF,VIM
0,P01375,P39656,TNF,DDOST
0,P01375,P19320,TNF,VCAM1
0,P01375,P49662,TNF,CASP4
0,P01375,Q14164,TNF,IKBKE
0,P01375,P08709,TNF,F7
0,P01375,P62917,TNF,RPL8
0,P01375,Q8IUC6,TNF,TICAM1
0,P01375,P01375,TNF,TNF
0,P01375,Q9BZF9,TNF,UACA
0,P01375,Q16584,TNF,MAP3K11
0,P01375,P18847,TNF,ATF3
0,P01375,Q14974,TNF,KPNB1
0,P01375,Q99759,TNF,MAP3K3
0,P01375,P48023,TNF,FASLG
0,P01375,Q16653,TNF,MOG
0,P01375,Q13151,TNF,HNRNPA0
0,P01375,P07948,TNF,LYN
0,P01375,P06241,TNF,FYN
0,P01375,Q86UY8,TNF,NT5DC3
0,P01375,Q9UMR2,TNF,DDX19B
0,P01375,Q8IUX4,TNF,APOBEC3F
0,P01375,Q02156,TNF,PRKCE
0,P01375,P11117,TNF,ACP2
0,P01375,Q15121,TNF,PEA15
0,P01375,Q9NZL4,TNF,HSPBP1
0,P01375,P36941,TNF,LTBR
0,P01375,Q9HAV5,TNF,EDA2R
0,P01375,Q9UKK3,TNF,PARP4
0,P01375,Q9Y279,TNF,VSIG4
0,P01375,P10914,TNF,IRF1
0,P01375,P17861,TNF,XBP1
0,P01375,Q13443,TNF,ADAM9
0,P01375,P63267,TNF,ACTG2
0,P01375,Q99558,TNF,MAP3K14
0,P01375,P01583,TNF,IL1A
0,P01375,P43405,TNF,SYK
0,P01375,Q5SZK8,TNF,FREM2
0,P01375,Q9NXR7,TNF,BABAM2
0,P01375,P20339,TNF,RAB5A
0,P01375,P22105,TNF,TNXB
0,P01375,P08138,TNF,NGFR
0,P01375,Q92729,TNF,PTPRU
0,P01375,Q9Y6K9,TNF,IKBKG
0,P01375,Q9Y4H2,TNF,IRS2
0,P01375,P41273,TNF,TNFSF9
0,P01375,Q96EP0,TNF,RNF31
0,P01375,P32004,TNF,L1CAM
0,P01375,P09603,TNF,CSF1
0,P01375,P0DP23,TNF,CALM1
0,P01375,Q9HCU4,TNF,CELSR2
0,P01375,P08567,TNF,PLEK
0,P01375,Q13422,TNF,IKZF1
0,P01375,P46934,TNF,NEDD4
0,P01375,P01732,TNF,CD8A
0,P01375,Q13489,TNF,BIRC3
0,P01375,Q92752,TNF,TNR
0,P01375,P23396,TNF,RPS3
0,P01375,Q4ZIN3,TNF,TMEM259
0,P01375,Q13829,TNF,TNFAIP1
0,P01375,P25942,TNF,CD40
0,P01375,P20333,TNF,TNFRSF1B
0,P01375,P26842,TNF,CD27
0,P01375,Q14118,TNF,DAG1
0,P01375,P42081,TNF,CD86
0,P01375,Q8N165,TNF,PDIK1L
0,P01375,P0C1Z6,TNF,TFPT
0,P01375,Q5SW96,TNF,LDLRAP1
0,P01375,P19438,TNF,TNFRSF1A
0,P01375,Q9BXJ2,TNF,C1QTNF7
0,P01375,P25067,TNF,COL8A2
0,P01375,P55211,TNF,CASP9
0,P01375,Q9ULZ9,TNF,MMP17
0,P01375,Q9BZP6,TNF,CHIA
0,P01375,Q92793,TNF,CREBBP
0,P01375,P02753,TNF,RBP4
0,P01375,Q9P1W8,TNF,SIRPG
0,P01375,P15692,TNF,VEGFA
0,P01375,Q9UBS5,TNF,GABBR1
0,P01375,Q92838,TNF,EDA
0,P01375,P04085,TNF,PDGFA
0,P01375,P01579,TNF,IFNG
0,P01375,Q70J99,TNF,UNC13D
0,P01375,P04216,TNF,THY1
0,P01375,Q96MM7,TNF,HS6ST2
0,P01375,P21810,TNF,BGN
0,P01375,Q9UKL0,TNF,RCOR1
0,P01375,Q15109,TNF,AGER
0,P01375,Q9BRN9,TNF,TM2D3
0,P01375,P19838,TNF,NFKB1
0,P01375,P61619,TNF,SEC61A1
0,P01375,Q96J02,TNF,ITCH
0,P01375,Q6P9B9,TNF,INTS5
0,P01375,P13725,TNF,OSM
0,P01375,P11142,TNF,HSPA8
0,P01375,Q6DN14,TNF,MCTP1
0,P01375,P09564,TNF,CD7
0,P01375,P05067,TNF,APP
0,P01375,P25054,TNF,APC
0,P01375,Q6UXL0,TNF,IL20RB
0,P01375,P14859,TNF,POU2F1
0,P01375,Q07021,TNF,C1QBP
0,P01375,Q00610,TNF,CLTC
0,P01375,P61088,TNF,UBE2N
0,P01375,Q9P212,TNF,PLCE1
0,P01375,Q96EY1,TNF,DNAJA3
0,P01375,Q00325,TNF,SLC25A3
0,P01375,P62736,TNF,ACTA2
0,P01375,P43146,TNF,DCC
0,P01375,P27361,TNF,MAPK3
0,P01375,P02745,TNF,C1QA
0,P01375,P41279,TNF,MAP3K8
0,P01375,Q9NP58,TNF,ABCB6
0,P01375,Q15717,TNF,ELAVL1
0,P01375,P25445,TNF,FAS
0,P01375,Q9HAV0,TNF,GNB4
0,P01375,P24928,TNF,POLR2A
0,P01375,P04792,TNF,HSPB1
0,P01375,Q9C0C4,TNF,SEMA4C
0,P01375,Q3ZCQ8,TNF,TIMM50
0,P01375,P55957,TNF,BID
0,P01375,Q9NQC7,TNF,CYLD
0,P01375,P15407,TNF,FOSL1
0,P01375,P50502,TNF,ST13
0,P01375,Q9UKB1,TNF,FBXW11
0,P01375,P13236,TNF,CCL4
0,P01375,P02751,TNF,FN1
0,P01375,Q05639,TNF,EEF1A2
0,P01375,P60568,TNF,IL2
0,P01375,P60709,TNF,ACTB
0,P01375,Q15382,TNF,RHEB
0,P01375,Q16875,TNF,PFKFB3
0,P01375,Q495A1,TNF,TIGIT
0,P01375,P62829,TNF,RPL23
0,P01375,P29965,TNF,CD40LG
0,P01375,P33681,TNF,CD80
0,P01375,Q12933,TNF,TRAF2
0,P01375,Q68D85,TNF,NCR3LG1
0,P01375,P62269,TNF,RPS18
0,P01375,P35916,TNF,FLT4
0,P01375,Q02338,TNF,BDH1
0,P01375,P38646,TNF,HSPA9
0,P01375,Q15311,TNF,RALBP1
0,P01375,P07196,TNF,NEFL
0,P01375,P04632,TNF,CAPNS1
0,P01375,Q07325,TNF,CXCL9
0,P01375,P11362,TNF,FGFR1
0,P01375,Q04206,TNF,RELA
0,P01375,Q86YW5,TNF,TREML1
0,P01375,Q07820,TNF,MCL1
0,P01375,P09493,TNF,TPM1
0,P01375,P08922,TNF,ROS1
0,P01375,P24821,TNF,TNC
0,P01375,P10747,TNF,CD28
0,P01375,Q07011,TNF,TNFRSF9
0,P01375,Q6FI81,TNF,CIAPIN1
0,P01375,Q96BW9,TNF,TAMM41
0,P01375,P62158,TNF,-
0,P01375,Q15025,TNF,TNIP1
0,P01375,P43354,TNF,NR4A2
0,P01375,Q92956,TNF,TNFRSF14
0,P01375,Q9Y4K4,TNF,MAP4K5
0,P01375,Q8N442,TNF,GUF1
0,P01375,Q6UWV2,TNF,MPZL3
0,P01375,P23471,TNF,PTPRZ1
0,P01375,P27348,TNF,YWHAQ
0,P01375,P12830,TNF,CDH1
0,P01375,Q92833,TNF,JARID2
0,P01375,P40933,TNF,IL15
0,P01375,Q16082,TNF,HSPB2
0,P01375,Q09472,TNF,EP300
0,P01375,Q13546,TNF,RIPK1
0,P01375,P15291,TNF,B4GALT1
0,P01375,Q8IV16,TNF,GPIHBP1
0,P01375,P48047,TNF,ATP5O
0,P01375,P20160,TNF,AZU1
0,P01375,P19823,TNF,ITIH2
0,P01375,Q13748,TNF,TUBA3C
0,P01375,P09382,TNF,LGALS1
0,P01375,Q9UDY8,TNF,MALT1
0,P01375,Q99684,TNF,GFI1
0,P01375,P48723,TNF,HSPA13
0,P01375,Q92859,TNF,NEO1
0,P01375,Q01151,TNF,CD83
0,P01375,P49589,TNF,CARS
0,P01375,Q08629,TNF,SPOCK1
0,P01375,P47712,TNF,PLA2G4A
0,P01375,Q9NZC2,TNF,TREM2
0,P01375,P07437,TNF,TUBB
0,P01375,Q14257,TNF,RCN2
0,P01375,Q12893,TNF,TMEM115
0,P01375,P62249,TNF,RPS16
0,P01375,P02461,TNF,COL3A1
0,P01375,Q8TEL6,TNF,TRPC4AP
0,P01375,P13500,TNF,CCL2
0,P01375,Q15758,TNF,SLC1A5
0,P01375,Q9NVI7,TNF,ATAD3A
0,P01375,Q15465,TNF,SHH
0,P01375,Q9UM54,TNF,MYO6
0,P01375,P31629,TNF,HIVEP2
0,P01375,P32971,TNF,TNFSF8
0,P01375,P08887,TNF,IL6R
0,P01375,P78536,TNF,ADAM17
0,P01375,P26651,TNF,ZFP36
0,P01375,Q8TCB0,TNF,IFI44
0,P01375,Q15375,TNF,EPHA7
0,P01375,Q8IU80,TNF,TMPRSS6
0,P01375,Q9UM82,TNF,SPATA2
0,P01375,Q9UQC2,TNF,GAB2
0,P01375,P14210,TNF,HGF
0,P01375,P02545,TNF,LMNA
0,P01375,Q02223,TNF,TNFRSF17
0,P01375,P05412,TNF,JUN
0,P01375,P43489,TNF,TNFRSF4
0,P01375,Q9NP72,TNF,RAB18
0,P01375,P10966,TNF,CD8B
0,P01375,Q08380,TNF,LGALS3BP
0,P01375,Q14934,TNF,NFATC4
0,P01375,P35070,TNF,BTC
0,P01375,P22301,TNF,IL10
0,P01375,Q9NS68,TNF,TNFRSF19
0,P01375,P17858,TNF,PFKL
0,P01375,P07766,TNF,CD3E
0,P01375,Q15628,TNF,TRADD
0,P01375,Q9UL15,TNF,BAG5
0,P01375,P35580,TNF,MYH10
0,P01375,Q13490,TNF,BIRC2
0,P01375,Q5HYI7,TNF,MTX3
0,P01375,P49407,TNF,ARRB1
0,P01375,Q6DN12,TNF,MCTP2
0,P01375,P15260,TNF,IFNGR1
0,P01375,Q96CG3,TNF,TIFA
0,P01375,Q9BXW9,TNF,FANCD2
0,P01375,P46721,TNF,SLCO1A2
0,P01375,P42677,TNF,RPS27
0,P01375,P25705,TNF,ATP5A1
0,P01375,Q15750,TNF,TAB1
0,P01375,Q8TD22,TNF,SFXN5
0,P01375,Q9BYM8,TNF,RBCK1
0,P01375,Q9UKV8,TNF,AGO2
0,P01375,P78423,TNF,CX3CL1
0,P01375,Q9Y330,TNF,ZBTB12
0,P01375,Q9Y6C2,TNF,EMILIN1
0,P01375,Q9HB75,TNF,PIDD1
0,P01375,P38570,TNF,ITGAE
0,P01375,Q8TDX7,TNF,NEK7
0,P01375,Q9Y572,TNF,RIPK3
0,P01375,Q96BN8,TNF,OTULIN
0,P01375,Q9UI40,TNF,SLC24A2
0,P01375,P05107,TNF,ITGB2
0,P01375,Q6UW01,TNF,CBLN3
0,P01375,Q9Y265,TNF,RUVBL1
0,P01375,Q9UHD2,TNF,TBK1
0,P01375,Q9NVI1,TNF,FANCI
0,P01375,P42226,TNF,STAT6
0,P01375,P01584,TNF,IL1B
0,P01375,P26045,TNF,PTPN3
0,P01375,P05231,TNF,IL6
0,P01375,Q01085,TNF,TIAL1
0,P01375,P07996,TNF,THBS1
0,P01375,Q9UNG2,TNF,TNFSF18
0,P01375,P04350,TNF,TUBB4A
0,P01375,P23435,TNF,CBLN1
0,P01375,Q05469,TNF,LIPE
0,P01375,P08238,TNF,HSP90AB1
0,P01375,Q9NYY1,TNF,IL20
0,P01375,Q9Y639,TNF,NPTN
0,P01579,P40933,IFNG,IL15
0,P01579,P56177,IFNG,DLX1
0,P01579,P60568,IFNG,IL2
0,P01579,Q92823,IFNG,NRCAM
0,P01579,P31249,IFNG,HOXD3
0,P01579,Q16853,IFNG,AOC3
